Player_id,Team,Player_name,Role,Nationality,Auction_price,Batting_type,Bowling type,Level,PPS_Score,Consistency_Score,Opening_Score,Middle_Score,Death_Score,Final_Phase_Score,RSI_Score,TCS_Score,FIS_Score,Overall_Score
DCB3,DC,Sameer Rizvi,Batter,India,95,Right-hand,Right Off-Spin,capped,66.20620660267076,86.3723339050603,83.47089966497683,87.59655442745306,85.25391104151416,85.19189661142104,75.94779037713562,69.72746581705286,54.853340570501246,73.25
DCB2,DC,Karun Nair,Batter,India,50,Right-hand,Right Off-Spin,capped,77.16990544100946,66.48900086208911,73.56256398756622,68.84178380620615,69.83363780974372,70.9074481467711,73.09796623909033,78.76471826217477,62.40626925687924,73.07
RRB4,RR,Shubham Dubey,Batter,India,80,Left-hand,Right Off-Spin,Uncapped,62.987265342309385,71.13319715950632,93.52446028498196,73.80214765880999,94.20957859455625,99.70304291994319,76.5437541023644,60.75043116081572,67.02692926873361,72.54
SRHB1,SRH,Atharva Taide,Batter,India,30,Left-hand,Left Off-Spin,Uncapped,72.26823864952634,72.27153245667712,97.18554422334756,73.87875155085234,92.5471839661416,100.0,68.83570864857904,76.84021386738652,30.0,72.49
RRW1,RR,Sanju Samson,Wicket Keeper,India,1800,Right-hand,Right Off-Spin,capped,75.30218317435856,75.58501557684733,77.31203195448717,80.04603857966083,77.29362685202364,78.06617285349766,73.12261689432744,80.23495225316478,30.0,71.9
SRHB2,SRH,Travis Head,Batter,Australia,1400,Left-hand,Right Off-Spin,Elite,86.89062387700353,71.14799453906613,72.5456815695333,73.30124354364696,70.64362140403084,72.11189360301736,67.23826895300289,75.97546278355387,48.50613440731726,71.62
RRW2,RR,Dhruv Jurel,Wicket Keeper,India,1400,Right-hand,,capped,73.62287777376861,79.47932009912037,81.05704263819455,77.21442252021006,85.128375147131,81.52203740580903,71.55792448158368,68.59762341373265,49.960826317369325,71.25
RCBB6,RCB,Devdutt Padikkal,Batter,India,200,Right-hand,Right Off-Spin,capped,75.25425127764947,62.971472659619735,71.0880034641455,70.95033563797261,71.29117014349674,71.12451981462368,69.82253007618651,79.52248082811764,50.022144454381625,70.59
RCBW2,RCB,Jitesh Sharma,Wicket Keeper,India,1100,Right-hand,Right Off-Spin,capped,66.27917332775557,90.38835445530015,86.82082092685458,88.19005356208146,88.04907293485466,87.59563385225978,73.87552424693803,58.827398574359364,50.05800586562659,70.3
PBKSB3,PBKS,Shreyas Iyer,Batter,India,2675,Right-hand,Right Off-Spin,Elite,73.69476836522992,70.46676486655949,70.5793711457013,71.98735642904884,69.19632086299475,70.4051634438195,72.36885305018794,68.27671010837163,60.4476751901946,69.87
PBKSB1,PBKS,Nehal Wadhera,Batter,India,420,Left-hand,Right Leg-Spin,capped,72.64374713131502,55.615305745776965,73.33747700029976,63.26962789559026,72.644268049913,71.61546736273014,69.21671066475439,73.47923972876794,69.29165331825044,69.8
MIW1,MI,Ryan Rickelton,Wicket Keeper,South Africa,100,Left-hand,,capped,76.67815262674213,65.88565541679506,80.1580611216751,75.91312691160665,76.06800088643661,77.81499454397148,71.58246704395256,76.31390134227877,30.0,69.74
MIB1,MI,Rohit Sharma,Batter,India,1630,Right-hand,Right Off-Spin,Elite,79.62840697247134,54.38463332104522,73.03913635045203,61.356906065264155,69.85300307738893,66.26399192904131,75.24201244013922,69.87631944042519,61.25226083435089,69.73
LSGW2,LSG,Nicholas Pooran,Wicket Keeper,West Indies,2100,Left-hand,Right Off-Spin,Elite,66.6257211724728,65.15007394638604,71.02024387363447,64.72203606468449,70.29644737974698,69.54824664324356,76.17055811894774,74.03498303217582,51.72129080031646,69.66
